Id,recommendations
474764,"[417384, 581734, 896, 547565, 712121, 97370, 471609, 2502, 475214, 433627, 750272, 540709, 478860, 574376, 668195, 684471, 970728, 529485, 545237, 525540]"
393624,"[522241, 489243, 582227, 520390, 582927, 433501, 424998, 614764, 261, 742391, 408509, 582014, 520318, 617784, 575428, 645489, 480857, 709681, 653594, 404]"
641790,"[525657, 511987, 575769, 768939, 594174, 754219, 734285, 9725, 288, 700179, 575446, 534490, 678489, 508330, 618354, 576156, 580629, 676691, 492190, 569814]"
487680,"[40751, 500922, 665867, 656285, 737802, 679890, 471853, 466411, 737288, 22398, 157845, 651793, 653581, 586863, 609418, 501633, 517412, 549514, 565866, 684281]"
653598,"[541099, 651610, 610461, 515919, 720026, 760484, 477187, 4484, 675041, 608994, 566927, 727246, 554585, 756075, 575774, 653569, 612706, 465086, 487476, 412547]"
366668,"[93456, 301528, 11007, 12137, 10191, 49519, 560050, 523366, 614420, 657811, 592834, 17984, 425001, 9837, 481848, 557940, 679888, 667018, 498248, 454640]"
517148,"[1716, 575813, 673072, 660717, 426426, 22954, 614179, 10802, 259693, 676148, 424694, 9313, 42113, 44520, 765718, 571785, 496243, 676792, 338952, 757305]"
378112,"[520946, 9992, 767896, 458253, 400160, 529203, 680041, 712331, 446894, 20982, 671583, 728754, 521296, 628229, 586351, 26505, 11621, 668742, 554241, 346666]"
517412,"[684281, 502425, 737802, 679890, 656285, 737288, 471853, 609418, 653581, 771002, 619594, 623666, 727705, 549514, 717689, 501633, 565866, 76, 255890, 492452]"
42113,"[10802, 637920, 681235, 614560, 676148, 292011, 400387, 733317, 496243, 33, 598, 331044, 436391, 9313, 643534, 611213, 583083, 613022, 673072, 660717]"
594530,"[741074, 759617, 532953, 706860, 574089, 681058, 883082, 740035, 922158, 810969, 768434, 697014, 859289, 734711, 144156, 110650, 768441, 754181, 772609, 1022661]"
500904,"[671145, 632931, 623634, 652009, 630878, 615466, 426613, 5156, 844203, 451764, 741998, 676844, 658777, 585744, 552269, 649058, 588787, 517116, 575479, 655187]"
503346,"[693158, 375572, 524348, 588009, 64686, 614911, 1902, 524047, 627725, 608317, 575075, 508664, 519141, 571689, 484641, 659994, 675592, 773650, 660722, 719803]"
586863,"[466411, 500922, 665867, 512239, 451918, 586591, 674944, 157845, 845377, 585759, 421473, 653581, 492452, 549514, 717689, 22398, 333352, 653601, 471853, 630191]"
653725,"[653610, 515810, 520754, 655978, 768141, 525540, 529485, 545237, 661747, 540709, 478860, 475214, 309, 581734, 539819, 517468, 638238, 661677, 722209]"
472674,"[547590, 595228, 764245, 643438, 655, 542928, 658412, 339095, 535172, 589615, 27205, 519056, 769, 669146, 755340, 577922, 9509, 50014, 1904, 530385]"
539565,"[118007, 429416, 641483, 613096, 735838, 567971, 637881, 492190, 569814, 505015, 728209, 641175, 560391, 653588, 662910, 766238, 484297, 562600, 662059, 681711]"
419704,"[512056, 715875, 198185, 607430, 611356, 680956, 557, 558582, 542444, 559969, 620897, 739269, 716377, 706063, 752973, 739267, 804, 922, 11, 3009]"
597094,"[735919, 90, 40980, 495764, 445629, 581526, 711017, 661677, 293660, 1554, 8467, 460059, 511322, 512901, 725649, 661747, 9799, 296524, 620, 590223]"
607430,"[512056, 413518, 198185, 611356, 680956, 419704, 715875, 185987, 633515, 718011, 567566, 922, 9665, 547016, 438146, 4133, 542444, 559969, 512200, 804]"
586461,"[611640, 587424, 438396, 767585, 571384, 671812, 689723, 600354, 727012, 582885, 665779, 470897, 515049, 4488, 577889, 539649, 520763, 346666, 567609, 602198]"
509585,"[1620, 554574, 680252, 8681, 11690, 538207, 978630, 667869, 688809, 754800, 699060, 667757, 618416, 780154, 634544, 653658, 702936, 644444, 557336, 602198]"
1694,"[19908, 505015, 580629, 647781, 492190, 569814, 622420, 707214, 739291, 735838, 641483, 613096, 393877, 764, 71670, 118007, 9725, 455839, 573632, 716703]"
505225,"[735129, 665429, 471707, 401898, 309425, 570735, 765723, 592984, 671909, 575426, 671039, 545609, 620883, 664413, 726151, 596054, 641742, 2503, 10312, 615643]"
595975,"[472734, 350, 587301, 540901, 527385, 595900, 659699, 554285, 790682, 598859, 49014, 106219, 653594, 709681, 686919, 517940, 722251, 525661, 532620, 542917]"
630220,"[520765, 554285, 527385, 595900, 49014, 106219, 517940, 458302, 653594, 525661, 709681, 668195, 684471, 970728, 436552, 554908, 555457, 595975, 542917, 515911]"
419706,"[649918, 741611, 760554, 652004, 420634, 681630, 766076, 662910, 567409, 686832, 758046, 652912, 582944, 620725, 542421, 628115, 650625, 805003, 662687, 648643]"
603206,"[623856, 772879, 742391, 617784, 976094, 520318, 499573, 340270, 404, 249660, 579245, 9584, 897, 279641, 424998, 520390, 582927, 668156, 658760]"
653708,"[543727, 515049, 35124, 728133, 600354, 727012, 671812, 582885, 438396, 621268, 18329, 381341, 345920, 252512, 227156, 536396, 453755, 27567, 141043]"
567970,"[602198, 537526, 554574, 618746, 680252, 780154, 585530, 653658, 634544, 644444, 618416, 667757, 346666, 619264, 539649, 1620, 14574, 363676, 645689, 665779]"
438145,"[774000, 515087, 559401, 548755, 625658, 9909, 641960, 406, 771002, 623666, 619594, 609418, 626975, 477657, 658905, 596876, 843, 535845, 661930, 655832]"
421658,"[984, 40022, 734309, 601807, 382597, 751494, 681433, 653584, 54182, 235271, 238636, 718444, 515916, 467936, 399796, 447404, 316029, 433630, 765123]"
525946,"[11545, 658751, 677574, 752916, 273912, 9849, 586351, 547012, 305937, 487476, 628229, 595931, 699060, 667869, 978630, 675041, 754800, 4484, 13398, 514705]"
570735,"[575426, 615643, 309425, 665429, 471707, 735129, 655831, 743382, 443009, 310307, 661914, 726151, 440374, 664413, 505225, 419743, 641742, 579245, 760418, 561325]"
449459,"[471609, 417384, 571648, 635199, 466622, 445629, 711017, 474764, 661677, 581734, 97370, 896, 8467, 547565, 712121, 381, 34851, 260346, 2502, 750272]"
545237,"[525540, 529485, 478860, 540709, 475214, 309, 581734, 517468, 539819, 722209, 550231, 447362, 712121, 487616, 621462, 296524, 5879, 51828, 896, 642803]"
518978,"[656285, 737802, 679890, 737288, 471853, 417466, 609418, 653581, 623666, 771002, 619594, 517412, 549514, 684281, 717689, 501633, 565866, 76, 255890, 492452]"
572468,"[471609, 547565, 638238, 601807, 523371, 681433, 751494, 6537, 627290, 235271, 712121, 395458, 454615, 421658, 384756, 539892, 520754, 517468, 539819, 655978]"
604031,"[587970, 661095, 743283, 20943, 499726, 627103, 532204, 669664, 643882, 648723, 598354, 760050, 676838, 638605, 458344, 623195, 508101, 274167, 655371, 740985]"
613090,"[655832, 757510, 501633, 626975, 482981, 609418, 568768, 760556, 755339, 633908, 771002, 619594, 623666, 348657, 658905, 596876, 565866, 9909, 737288, 637053]"
475220,"[43074, 436549, 768503, 637, 567, 659994, 719803, 622977, 501738, 713153, 653744, 86835, 582206, 164, 645693, 580175, 1417, 6957, 261768, 588009]"
649394,"[713153, 501738, 653744, 622977, 261768, 592984, 671909, 614911, 568467, 570661, 446696, 334533, 588009, 840283, 264644, 524348, 637, 4478, 582206, 602301]"
407447,"[472500, 575417, 141043, 621268, 514705, 515049, 652483, 582885, 740985, 773764, 600354, 727012, 671812, 645689, 274167, 547012, 305937, 381341, 252512, 12919]"
653744,"[501738, 713153, 622977, 261768, 588009, 671909, 592984, 568467, 614911, 649394, 570661, 446696, 334533, 264644, 524348, 4478, 637, 582206, 675592, 660722]"
620897,"[531454, 611356, 680956, 739267, 804, 715875, 419704, 512056, 219, 198185, 607430, 558582, 739269, 752973, 706063, 716377, 559969, 532267, 542444, 512200]"
523371,"[638238, 627290, 639798, 751494, 734309, 722209, 601807, 517468, 520754, 539819, 655978, 572468, 309, 384756, 6537, 137093, 316029, 467936, 399796, 515916]"
602198,"[567970, 618746, 554574, 619264, 346666, 780154, 644444, 653658, 634544, 539649, 667757, 618416, 680252, 1620, 665779, 586461, 571384, 671812, 582885]"
622951,"[184, 659674, 581859, 680, 682661, 667248, 702550, 97630, 786026, 671, 672125, 594139, 359724, 155, 438674, 556574, 639514, 680943, 501170, 755340]"
508101,"[622020, 595266, 655371, 9603, 604031, 587970, 661095, 743283, 458344, 638605, 682377, 425001, 715978, 615684, 637860, 317560, 643882, 648723, 532204]"
570661,"[264644, 675592, 571689, 622977, 501738, 713153, 653744, 1902, 261768, 369697, 588009, 524348, 614911, 568467, 446696, 649394, 334533, 765723, 671909, 592984]"
653746,"[688335, 705076, 719803, 664416, 698992, 760981, 682598, 588009, 524348, 622977, 608317, 627725, 715553, 653744, 501738, 713153, 660722, 773650, 659994, 675592]"
566872,"[529983, 632618, 553604, 275, 346709, 692436, 703134, 735120, 607822, 611914, 269795, 523077, 17111, 195590, 291276, 480434, 524251, 551994, 509635, 571625]"
669525,"[775821, 677637, 655571, 714932, 1075864, 787377, 1012444, 677639, 965198, 769990, 840531, 616305, 599562, 704854, 760314, 767809, 740700, 760653, 774885, 696000]"
451184,"[552178, 325789, 336000, 665671, 718633, 698860, 641662, 710001, 728116, 681657, 21508, 11416, 450465, 5801, 731949, 749032, 728141, 887551, 581387, 110415]"
584288,"[419743, 628053, 719410, 661914, 897, 249660, 377263, 404, 615643, 585244, 575426, 520318, 617784, 579245, 440374, 9816, 742391, 570735, 309425, 735129]"
501395,"[559969, 512056, 718011, 198185, 438146, 4133, 9552, 340104, 542444, 680956, 611356, 607430, 716377, 185987, 444713, 475557, 419704, 567566, 413518, 633515]"
417466,"[653581, 492452, 653601, 471853, 630191, 451918, 665867, 674944, 586591, 669179, 157845, 518978, 737802, 656285, 679890, 89515, 737288, 255890, 76, 554371]"
586451,"[653606, 467956, 59968, 597231, 613183, 521844, 762897, 679989, 679898, 647813, 672227, 613361, 718334, 513399, 511425, 493591, 242042, 502422, 283350, 513584]"
505706,"[466081, 542917, 352179, 18405, 78450, 489243, 540901, 524659, 595900, 527385, 602147, 554285, 538260, 438808, 8909, 49014, 106219, 728113, 653594, 709681]"
586940,"[720851, 39148, 683127, 582878, 518596, 579893, 586597, 720018, 717675, 727750, 366122, 664767, 687838, 780525, 618748, 80, 638983, 658009, 554914, 586742]"
585759,"[653584, 451918, 630191, 653601, 674944, 586591, 235271, 653659, 756252, 595940, 492452, 586863, 421473, 614971, 632666, 660609, 664698, 686548, 845377, 554371]"
653601,"[630191, 492452, 653659, 756252, 595940, 653581, 660609, 632666, 614971, 664698, 554371, 686548, 585759, 467936, 515916, 89515, 316029, 157845, 451918, 417466]"
509364,"[492188, 672128, 541611, 757305, 596247, 507317, 522212, 263115, 590854, 660943, 667585, 617397, 736146, 499932, 508, 473033, 426426, 315205, 44520, 487558]"
596247,"[499932, 509364, 492188, 541611, 673174, 672128, 168259, 263115, 522212, 590854, 516632, 522162, 396461, 473033, 722103, 757305, 548544, 507317, 677024, 660943]"
492452,"[653581, 653601, 630191, 471853, 665867, 417466, 451918, 669179, 674944, 586591, 157845, 89515, 737802, 656285, 679890, 737288, 255890, 686548, 554371, 76]"
618363,"[653723, 748911, 879066, 765458, 750246, 616018, 753230, 493014, 396121, 511322, 525661, 668195, 684471, 970728, 517940, 750272, 106219, 49014, 8467]"
582206,"[580175, 645693, 637, 10312, 592984, 671909, 369697, 261768, 6620, 726151, 653744, 501738, 713153, 622977, 471707, 602301, 6957, 13885, 663870, 681509]"
571655,"[447404, 458576, 718444, 506574, 726887, 653733, 756252, 697418, 836115, 644394, 627290, 690487, 595940, 515916, 399796, 467936, 653659, 316029, 315064, 137093]"
652483,"[12919, 648723, 532204, 676859, 627103, 575417, 499726, 141043, 458344, 20943, 514705, 743283, 661095, 604031, 587970, 305937, 868912, 547012, 766588, 600354]"
99343,"[638177, 764945, 786983, 696341, 578689, 569973, 694874, 1243749, 754181, 772609, 712360, 713023, 694461, 713776, 668379, 922154, 1022661, 785952, 768441, 889202]"
653569,"[515919, 610461, 760484, 4484, 675041, 566927, 612706, 487476, 412547, 595931, 4011, 575479, 541099, 718840, 658751, 649057, 677574, 734622, 755977]"
628053,"[584288, 617784, 520318, 742391, 404, 377263, 249660, 419743, 897, 424998, 719410, 661914, 582927, 520390, 606679, 772879, 658760, 623856, 599960, 603206]"
653610,"[653725, 515810, 520754, 655978, 768141, 525540, 529485, 545237, 661747, 540709, 478860, 475214, 309, 581734, 539819, 517468, 638238, 661677, 722209]"
478860,"[540709, 545237, 525540, 529485, 475214, 581734, 309, 539819, 517468, 621462, 487616, 550231, 447362, 712121, 296524, 722209, 5879, 51828, 896, 342470]"
517468,"[722209, 309, 316029, 525540, 545237, 529485, 515916, 467936, 540709, 478860, 642803, 496743, 289, 595940, 756252, 475214, 653659, 160068, 235271]"
586265,"[345911, 470821, 713828, 2667, 10513, 516784, 727750, 720018, 649294, 640243, 698067, 653758, 786718, 582878, 530973, 716978, 621763, 617921, 429805, 638045]"
669664,"[587970, 661095, 604031, 743283, 20943, 499726, 627103, 532204, 648723, 643882, 760050, 676838, 598354, 638605, 458344, 508101, 623195, 274167, 429300, 407447]"
653723,"[748911, 577024, 618363, 750246, 765458, 879066, 753230, 616018, 493014, 396121, 684471, 970728, 668195, 750272, 525661, 511322, 517940, 106219, 49014, 8467]"
475214,"[540709, 478860, 529485, 545237, 525540, 581734, 309, 487616, 621462, 447362, 550231, 296524, 712121, 5879, 539819, 517468, 51828, 722209, 896, 342470]"
377263,"[628053, 584288, 419743, 404, 249660, 520318, 617784, 742391, 897, 719410, 661914, 606679, 772879, 658760, 623856, 599960, 603206, 424998, 582227, 393624]"
653729,"[706249, 612654, 530973, 698067, 640243, 653758, 786718, 594023, 689154, 552364, 696404, 755328, 696536, 673368, 727750, 718084, 621763, 429805, 720851]"
622654,"[522406, 470897, 504582, 577889, 980867, 438396, 737568, 689723, 571625, 509635, 505579, 524251, 551994, 529983, 480434, 449985, 500916, 638605, 543727]"
595931,"[675041, 4484, 613368, 767479, 553608, 537739, 649057, 718840, 658751, 677574, 11545, 273912, 610461, 515919, 760484, 4011, 412547, 457335, 547012, 305937]"
519056,"[50014, 655, 769, 547590, 644712, 530385, 1904, 9509, 694, 542928, 101299, 472674, 5155, 180, 504562, 595228, 642889, 68, 27205, 535172]"
653594,"[709681, 408509, 261, 595900, 527385, 554285, 621954, 614764, 523781, 489243, 587301, 438808, 78450, 520390, 582927, 352179, 424998, 472734, 515911, 487364]"
588009,"[524348, 622977, 608317, 627725, 713153, 501738, 653744, 659994, 773650, 675592, 693158, 660722, 719803, 519141, 571689, 11257, 375572, 4478, 264644, 318850]"
653247,"[534789, 586742, 690369, 618748, 579893, 518596, 15653, 39148, 638866, 727750, 740996, 627661, 664767, 748897, 696404, 687838, 673368, 689154, 683287, 755328]"
634904,"[736593, 775790, 777236, 654905, 235, 844203, 575146, 655311, 744876, 546121, 735903, 666659, 661067, 511425, 691812, 676839, 49688, 698432, 544415, 651391]"
528491,"[764567, 825375, 750450, 1134241, 732224, 959586, 739359, 777636, 756550, 666111, 686927, 629441, 594258, 186361, 694250, 1236537, 686786, 726658, 800903, 768333]"
589982,"[606856, 329996, 499573, 662546, 976094, 617784, 520318, 753583, 742391, 340270, 404, 249660, 654028, 658, 17654, 897, 37797, 424998, 1978, 719410]"
560391,"[641175, 637881, 728203, 613096, 735838, 641483, 492190, 676691, 569814, 505015, 348009, 614456, 522637, 627463, 770156, 781776, 488707, 569916, 573632, 175291]"
579792,"[582186, 81342, 8467, 445629, 659699, 790682, 661677, 598859, 522924, 620, 8932, 350, 283591, 420622, 436552, 554908, 342470, 668195, 684471]"
621749,"[668379, 712360, 713776, 764945, 638177, 786983, 696341, 772609, 754181, 694874, 1243749, 569973, 578689, 99343, 666082, 785952, 922154, 1022661, 768441, 694461]"
653740,"[735005, 684700, 770277, 696396, 644394, 690487, 726887, 653733, 697418, 653601, 763915, 630191, 492452, 532938, 653581, 651793, 653659, 554371, 686548, 845377]"
577889,"[509635, 571625, 551994, 524251, 560192, 622654, 522406, 520763, 5483, 13207, 17111, 758510, 470897, 458305, 504582, 980867, 438396, 737568, 586461, 571384]"
518596,"[579893, 727750, 664767, 586597, 517764, 673368, 683287, 552364, 729648, 780525, 689154, 696536, 594023, 755328, 687838, 696404, 618748, 534789, 718084, 15653]"
540709,"[545237, 525540, 529485, 475214, 581734, 309, 539819, 517468, 621462, 487616, 550231, 447362, 712121, 296524, 722209, 5879, 51828, 896, 342470]"
653735,"[693906, 674446, 695762, 629421, 674886, 680438, 654997, 739246, 686820, 608504, 774372, 761874, 736604, 600354, 773764, 671812, 740985, 727012, 689723]"
542921,"[647063, 418879, 525428, 487616, 515001, 530723, 581734, 438259, 896, 750272, 668195, 684471, 970728, 475214, 520552, 525661, 540709, 478860, 342470, 420622]"
684281,"[517412, 737288, 679890, 656285, 737802, 502425, 471853, 609418, 623666, 619594, 771002, 717689, 727705, 549514, 501633, 565866, 653581, 76, 255890, 492452]"
375572,"[503346, 524348, 64686, 588009, 524047, 627725, 608317, 575075, 393277, 318850, 508664, 571689, 519141, 484641, 675592, 693158, 773650, 659994, 660722, 719803]"
601643,"[668435, 672143, 8293, 278, 4192, 64682, 642889, 13, 504562, 24428, 297802, 613446, 659731, 36557, 246655, 300671, 68, 784607, 640, 5155]"
528761,"[671812, 600354, 727012, 582885, 515049, 346666, 653708, 664035, 634544, 644444, 653658, 575417, 676859, 618746, 739246, 571419, 472500, 363676, 141043, 618416]"
436549,"[13885, 634524, 765723, 682589, 671909, 592984, 261768, 713153, 501738, 653744, 622977, 582206, 580175, 645693, 560204, 602301, 6957, 637, 471707, 11841]"
594139,"[438674, 97630, 556574, 682661, 667248, 627342, 622951, 680, 581859, 659674, 702550, 184, 786026, 242, 652, 671, 359724, 628241, 155, 672125]"
607313,"[474350, 590077, 477428, 157336, 577332, 857, 949, 746, 49026, 628241, 583841, 613457, 242, 652, 403300, 627342, 657996, 556574, 5925, 438674]"
571391,"[569711, 346666, 634544, 644444, 653658, 373858, 618416, 665779, 671812, 600354, 727012, 582885, 628229, 611640, 868912, 547012, 586351, 305937, 514705, 978630]"
653574,"[653756, 699280, 656283, 712393, 696833, 566368, 669293, 819541, 653747, 678246, 712144, 679685, 696111, 740843, 664027, 941407, 669267, 765613, 649244]"
504582,"[505579, 529983, 622654, 560192, 522406, 346709, 470897, 577889, 737568, 438396, 980867, 539885, 689723, 665779, 509635, 571625, 551994, 524251, 480434, 449985]"
582885,"[727012, 600354, 671812, 515049, 346666, 653708, 664035, 644444, 653658, 634544, 618746, 676859, 528761, 575417, 571419, 472500, 363676, 141043, 618416, 543727]"
613096,"[641483, 735838, 569814, 492190, 505015, 560391, 641175, 539565, 637881, 567971, 576156, 613370, 734280, 728203, 768939, 594174, 726876, 692007, 676691, 621757]"
579245,"[743382, 661914, 772879, 623856, 443009, 897, 599960, 603206, 249660, 404, 615643, 340270, 575426, 570735, 499573, 661007, 584288, 419743, 440374, 617784]"
530351,"[681019, 623491, 505600, 45243, 633908, 613093, 728054, 520172, 694234, 565426, 637157, 501633, 593660, 2642, 565866, 617505, 532938, 2005, 613090, 757510]"
666180,"[726876, 768939, 701675, 646150, 662910, 572751, 755529, 683556, 702738, 653734, 720886, 718863, 681711, 714277, 649819, 522637, 614456, 641790, 764, 644174]"
561325,"[687933, 826551, 724450, 725239, 641742, 570735, 575426, 615643, 309425, 665429, 681509, 679247, 722083, 471707, 560964, 530382, 746180, 743382, 655831]"
572197,"[22538, 499573, 976094, 662546, 522627, 661007, 579245, 379149, 337401, 743382, 655831, 772879, 658760, 623856, 609242, 661914, 725239, 320288, 1978, 599960]"
574376,"[433627, 712121, 571648, 642803, 478860, 540709, 725649, 525540, 545237, 529485, 475214, 460059, 9799, 1554, 581734, 309, 474764, 711017, 581526, 518671]"
639514,"[359724, 672125, 669146, 755340, 680943, 155, 786026, 501170, 643438, 764245, 464052, 674779, 671, 658412, 577922, 472674, 595228, 339095, 589615, 535172]"
661067,"[655311, 751181, 654905, 777236, 775790, 235, 716892, 672227, 669293, 712144, 718334, 678246, 819541, 553641, 735903, 745527, 586921, 666659, 774149, 679989]"
653584,"[235271, 585759, 595940, 756252, 653659, 467936, 515916, 316029, 433630, 6537, 630191, 742472, 601807, 722209, 653601, 613504, 722968, 639798, 681433, 751494]"
613183,"[521844, 672227, 679989, 718334, 679898, 613361, 647813, 513399, 663360, 583755, 633604, 714511, 582596, 682426, 751181, 664031, 653606, 467956, 59968, 597231]"
663124,"[648371, 666139, 734288, 735903, 666659, 754612, 463870, 714375, 671227, 625568, 650015, 960208, 599975, 627466, 581316, 627479, 463022, 401313, 844203, 602654]"
649294,"[366122, 516784, 586265, 582878, 593652, 638045, 345911, 470821, 681022, 674607, 691126, 674865, 713828, 720851, 725905, 458673, 638983, 554914, 658009, 2667]"
505204,"[14442, 554241, 767896, 668742, 615677, 671583, 766588, 520946, 740985, 773764, 274167, 11247, 9986, 643882, 760050, 598354, 676838, 638605, 502259, 446894]"
644712,"[50014, 519056, 504562, 642889, 769, 5155, 655, 530385, 1904, 68, 9509, 694, 668435, 180, 547590, 101299, 672143, 659731, 8293, 36557]"
569814,"[613096, 735838, 641483, 505015, 641175, 560391, 613370, 734280, 576156, 728203, 580629, 584792, 676691, 621757, 622420, 575769, 768939, 726876, 594174]"
623666,"[771002, 609418, 9909, 737288, 515087, 559401, 737802, 679890, 656285, 548755, 625658, 655832, 653665, 449756, 757510, 774000, 659959, 661930, 613090]"
568637,"[260346, 486131, 524659, 468816, 595900, 616018, 527385, 581600, 611395, 790682, 765458, 716145, 879066, 659699, 554285, 520765, 750246, 493014, 538260, 396121]"
653658,"[634544, 618416, 346666, 671812, 600354, 727012, 582885, 754800, 667869, 978630, 699060, 586351, 868912, 305937, 569711, 547012, 611640, 628229, 571391]"
648597,"[661329, 691126, 681022, 674865, 504321, 597290, 539549, 423891, 650625, 582878, 664280, 774259, 550035, 429107, 542421, 658009, 554914, 657018, 760554, 638983]"
657018,"[681630, 632040, 423891, 661329, 567714, 539434, 693489, 640389, 542421, 762618, 650625, 721625, 733425, 728212, 766076, 649918, 484297, 749544, 662910, 664474]"
653756,"[653574, 699280, 656283, 712393, 696833, 566368, 669293, 819541, 653747, 678246, 712144, 679685, 696111, 740843, 664027, 941407, 669267, 765613, 649244]"
663360,"[513399, 613183, 521844, 566927, 679989, 718334, 613361, 679898, 647813, 672227, 597231, 644090, 502422, 59968, 467956, 633604, 583755, 734622, 755977, 682426]"
642889,"[504562, 668435, 644712, 672143, 36557, 8293, 278, 5155, 50014, 601643, 64682, 68, 13, 300671, 180, 519056, 659731, 694, 9509, 246655]"
653643,"[763915, 532938, 704630, 627290, 617505, 656563, 660609, 632666, 664698, 614971, 615665, 554371, 728054, 238636, 399796, 46146, 137093, 706510, 650783, 751494]"
662059,"[718863, 702738, 720886, 653734, 649819, 531712, 644174, 655146, 648163, 728203, 734280, 613096, 735838, 641483, 692007, 737157, 682110, 679063, 752205, 673175]"
576017,"[539529, 571123, 695476, 543580, 746752, 612506, 559401, 515087, 621705, 630766, 557940, 548755, 703134, 667018, 679888, 625658, 641960, 9909, 653, 74523]"
571123,"[612506, 746752, 576017, 695476, 679888, 630766, 548755, 703134, 557940, 667018, 625658, 641960, 515087, 559401, 9909, 653, 74523, 406, 543580]"
607297,"[339, 650747, 207, 4964, 5801, 660056, 718633, 455004, 556984, 490132, 496915, 1632, 402, 292011, 546554, 400650, 313369, 331044, 749032, 731949]"
583841,"[746, 628241, 242, 49026, 652, 627342, 607313, 477428, 474350, 157336, 590077, 556574, 857, 594139, 577332, 438674, 949, 97630, 613457, 682661]"
634244,"[531299, 346687, 644435, 286567, 643537, 391486, 614587, 42684, 778552, 549945, 716819, 602654, 619592, 706503, 446574, 651571, 630878, 751186, 688848, 688173]"
